name,rating,latitude,longitude,type
Tutto Fresco,4.6,41.9343515,-87.6681498,restaurant
Pride Sushi and Thai,4.5,41.9906724,-87.6973719,restaurant
Ben's Noodles & Rice,4.6,41.9834918,-87.6595886,restaurant
Great Wall,3.6,42.0049025,-87.6611734,restaurant
Community Tavern,4.8,41.9541155,-87.7487216,restaurant
Zizi's Cafe,4.7,41.9333435,-87.6536127,restaurant
Burger Bar Chicago,4.2,41.8678473,-87.6244181,restaurant
Cilantro Authentic Thai Food,4.7,41.9979283,-87.66825,restaurant
Wow Bao â€šÃ„Ã¬ Lakeview,3.9,41.9330743,-87.6453743,restaurant
House of Wah Sun,4.4,41.954162,-87.7095838,restaurant
SAVE FERRIS,4.4,41.9457808,-87.6550894,restaurant
Peking Chinese Kitchen,3.9,41.939735,-87.6491117,restaurant
Southport Grocery and Cafe,4.5,41.94675,-87.6643346,restaurant
MCCB Chicago,4.6,41.8539063,-87.633664,restaurant
Tanoshii,4.5,41.9830944,-87.6684306,restaurant
Alegrias Seafood,4.2,41.9004773,-87.6677183,restaurant
Dao Thai Restaurant and Noodle Palace,3.9,41.8926967,-87.6215025,restaurant
Dee's,4.4,41.9182341,-87.6561199,restaurant
EsmâˆšÂ©,4.4,41.9220966,-87.6388018,restaurant
Arby's,3.9,42.3123661,-87.8630999,restaurant
Crab King Cajun Boil & Bar,4.7,41.9446766,-87.6454977,restaurant
Lou Mitchell's,4.6,41.8779176,-87.6421428,restaurant
Me Dee Cafe,4.4,41.9690388,-87.6790115,restaurant
KFC,3.4,42.3191256,-87.8668378,restaurant
So Bowl,4.6,42.0118433,-87.783817,restaurant
Dolo Restaurant and Bar,4.3,41.8525451,-87.6360999,restaurant
Indie Cafe Sushi + Thai,4.5,41.9905529,-87.6600893,restaurant
La Gondola Italian Restaurant,4.4,41.9343749,-87.6693055,restaurant
Mon Lung Restaurant,4.3,41.9000395,-87.6671964,restaurant
China Spring,3.9,42.0093179,-87.6734865,restaurant
Silver Spoon Thai Restaurant,4.2,41.8953896,-87.6256485,restaurant
Pho 888,4.2,41.97315,-87.6592328,restaurant
Native Foods,4.5,41.9397332,-87.6550703,restaurant
Roka Akor - Chicago,4.6,41.890689,-87.6313365,restaurant
Twin Anchors Restaurant & Tavern,4.7,41.9127239,-87.6384224,restaurant
Hutch American Bistro,4.2,41.9419748,-87.6521537,restaurant
Shark's Fish & Chicken Cicero & Gladys,4.0,41.8761237,-87.7447493,restaurant
Lao Peng You,4.4,41.8960754,-87.6778955,restaurant
The Dearborn,4.6,41.8843373,-87.6292766,restaurant
Galit,4.6,41.9262961,-87.6494903,restaurant
Mordecai,4.4,41.9477882,-87.6572657,restaurant
Kubo Chicago,4.5,41.9399386,-87.6603171,restaurant
CANTINA RESTAURANT & DELI,5.0,42.3196016,-87.8566636,restaurant
XOCO,4.5,41.8907351,-87.630605,restaurant
Roebuck,4.4,41.9394009,-87.6441369,restaurant
Bavette's Bar & Boeuf,4.8,41.8892908,-87.6348887,restaurant
Longman & Eagle,4.7,41.9300853,-87.7071462,restaurant
Takie Outit,4.1,41.8959617,-87.6808471,restaurant
Niu B,4.4,41.8707053,-87.624488,restaurant
The Palm - Chicago,4.3,41.8874577,-87.6195718,restaurant
Pingpong,4.4,41.9424504,-87.6446261,restaurant
Breakfast House,4.7,41.9361711,-87.6681863,restaurant
Schwa Restaurant,4.5,41.9089333,-87.6678083,restaurant
Chicago Chinese Media,,41.8818418,-87.6266322,restaurant
Minghin Cuisine,4.5,41.866506,-87.624334,restaurant
Royal Highness Zhu ÃŠÃºÂ±ÃŠÂ§Ã¸,4.9,41.9251625,-87.6591596,restaurant
New China,3.8,41.9032466,-87.6886252,restaurant
Hot Woks Cool Sushi,4.4,41.8811159,-87.6246469,restaurant
Coalfire,4.6,41.949185,-87.6637704,restaurant
Tzuco,4.5,41.8953509,-87.6284726,restaurant
Asia Buffet & Grill,4.2,41.7460753,-87.7403553,restaurant
Asian Station,4.7,42.007726,-87.665561,restaurant
Eataly,4.3,41.8920991,-87.6259524,restaurant
Tanta Chicago,4.6,41.8917705,-87.6320169,restaurant
Lola Adang's Kusina,4.6,42.3164074,-87.8654645,restaurant
P.F. Chang's To Go,4.4,41.8897577,-87.6348771,restaurant
Pequod's Pizza,4.5,41.921934,-87.6643512,restaurant
Daisies,4.4,41.9245434,-87.6995174,restaurant
BâˆšÂ°nh MâˆšÂ¨ & Co,4.0,41.9406849,-87.6510609,restaurant
Sociale Chicago,4.0,41.8717573,-87.630913,restaurant
ROOH Chicago Progressive Indian Restaurant & Cocktail Bar,4.4,41.8846536,-87.6471423,restaurant
Similan Thai & Sushi Restaurant,4.6,41.9943501,-87.6593923,restaurant
Hoanh Long Vietnamese & Chinese Restaurant,4.4,41.9937167,-87.7132667,restaurant
J&Z Food Basket,4.3,41.8241842,-87.743902,restaurant
Li Hing Restaurant,4.4,41.938698,-87.771037,restaurant
Catch 35,4.5,41.8866244,-87.6289054,restaurant
Sunset PhÂ·ÂªÃ¼ Caffe,4.8,41.934256,-87.646367,restaurant
Teresita Restaurant,4.6,42.3411971,-87.8390326,restaurant
Se'nse Asian Cuisine,3.0,41.9855867,-87.6689011,restaurant
The Whale,4.4,41.9254885,-87.7011997,restaurant
Asian Eats Chicago,5.0,41.9734741,-87.6557125,restaurant
Cafe Hoang | Vietnamese & Thai,4.4,41.9735385,-87.6558137,restaurant
Left Coast,4.4,41.9340109,-87.6610302,restaurant
Fancy Plants Cafe,4.6,41.9390517,-87.6449073,restaurant
La Scarola,4.7,41.8910547,-87.646832,restaurant
La Mexicana Grill,4.0,41.9498727,-87.6583847,restaurant
Ranalli's West Loop,4.4,41.8817535,-87.6607932,restaurant
Dairy Queen (Treat),3.6,41.9220107,-87.6442172,restaurant
Girl & The Goat,4.7,41.8841279,-87.6479354,restaurant
Monteverde Restaurant & Pastificio,4.7,41.8818361,-87.6529694,restaurant
The Purple Pig Restaurant,4.6,41.890739,-87.6245691,restaurant
avec Restaurant,4.6,41.8842861,-87.643401,restaurant
Oriole,4.8,41.8861692,-87.6450939,restaurant
Smyth,4.6,41.8849722,-87.6605593,restaurant
Eddie V's Prime Seafood,4.6,41.8915931,-87.6252427,restaurant
Rose Mary,4.5,41.8869519,-87.6511541,restaurant
Roanoke Restaurant,4.3,41.8818554,-87.6319806,restaurant
Tanta Chicago,4.6,41.8917705,-87.6320169,restaurant
312 Chicago,4.4,41.8843462,-87.6328186,restaurant
Sunda Chicago,4.5,41.8909611,-87.6317527,restaurant
Alinea,4.6,41.913435,-87.6480552,restaurant
the Albert,4.5,41.8936097,-87.6215573,restaurant
S.K.Y.,4.7,41.8578178,-87.657778,restaurant
The Capital Grille,4.6,41.893506,-87.622498,restaurant
RL Restaurant,4.6,41.8965408,-87.6249154,restaurant
Himalayan Restaurant,4.1,41.8741177,-87.6262902,restaurant
The Berghoff Restaurant,4.4,41.879252,-87.628406,restaurant
The Gage,4.5,41.8813268,-87.6246925,restaurant
Topolobampo,4.6,41.8906182,-87.6309329,restaurant
Roka Akor - Chicago,4.6,41.890689,-87.6313365,restaurant
Sofi Restaurant,4.4,41.873798,-87.6294546,restaurant
Sapori Trattoria,4.7,41.9316548,-87.6488609,restaurant
Provare Chicago,4.7,41.8959645,-87.6632941,restaurant
Volare Ristorante Italiano,4.6,41.8915361,-87.6225667,restaurant
Ever Restaurant,4.8,41.8869314,-87.6604084,restaurant
The Dearborn,4.6,41.8843373,-87.6292766,restaurant
Dear Margaret,4.7,41.9358605,-87.6629129,restaurant
Goosefoot,4.8,41.9686546,-87.6959075,restaurant
Acanto,4.5,41.8814741,-87.6246755,restaurant
Schwa Restaurant,4.5,41.9089333,-87.6678083,restaurant
Lou Mitchell's,4.6,41.8779176,-87.6421428,restaurant
Catch 35,4.5,41.8866244,-87.6289054,restaurant
Osteria Langhe,4.7,41.9176306,-87.6982833,restaurant
Viaggio Restaurant Chicago,4.7,41.8814642,-87.6531605,restaurant
Bavette's Bar & Boeuf,4.8,41.8892908,-87.6348887,restaurant
Longman & Eagle,4.7,41.9300853,-87.7071462,restaurant
Batter & Berries,4.5,41.9316,-87.657725,restaurant
Porto,4.1,41.8963116,-87.6675548,restaurant
Sepia,4.6,41.8839596,-87.6425789,restaurant
EL ideas,4.8,41.86289,-87.6868569,restaurant
XOCO,4.5,41.8907351,-87.630605,restaurant
Alla Vita,4.3,41.884577,-87.6425231,restaurant
Steak 48,4.5,41.892992,-87.6264649,restaurant
La Scarola,4.7,41.8910547,-87.646832,restaurant
Roister,4.5,41.8865282,-87.6518464,restaurant
Tzuco,4.5,41.8953509,-87.6284726,restaurant
The Loyalist,4.5,41.8851063,-87.6606021,restaurant
Cabra,4.5,41.8858604,-87.6490707,restaurant
Bacchanalia,4.7,41.8480282,-87.6829453,restaurant
Le Colonial Chicago,4.5,41.9005227,-87.6260999,restaurant
Chicago Oyster House,4.3,41.855733,-87.621991,restaurant
The Florentine,4.3,41.8792887,-87.6330096,restaurant
Sociale Chicago,4.0,41.8717573,-87.630913,restaurant
Chicago Q,4.4,41.903608,-87.6304012,restaurant
Andros Taverna,4.5,41.9273607,-87.7048376,restaurant
Luella's Southern Kitchen,4.4,41.9652011,-87.6861345,restaurant
The VIG Chicago,4.4,41.909915,-87.6344753,restaurant
South Branch Tavern & Grille (The Loop - Chicago),4.4,41.8804843,-87.6377693,restaurant
River Roast,4.4,41.8879482,-87.6322746,restaurant
Rivers Restaurant,4.2,41.8812264,-87.6374843,restaurant
The Whale,4.4,41.9254885,-87.7011997,restaurant
Lula Cafe,4.7,41.9276583,-87.7067917,restaurant
The Palm - Chicago,4.3,41.8874577,-87.6195718,restaurant
"Joe's Seafood, Prime Steak & Stone Crab",4.7,41.8919614,-87.6256389,restaurant
About Last Knife,4.0,41.8851439,-87.6249203,restaurant
Twin Anchors Restaurant & Tavern,4.7,41.9127239,-87.6384224,restaurant
Ina Mae,4.2,41.907664,-87.6721947,restaurant
The Lobby,4.6,41.8959951,-87.6251197,restaurant
"Venteux Brasserie, Cafe & Oyster Bar",4.3,41.8865354,-87.6249028,restaurant
Daisies,4.4,41.9245434,-87.6995174,restaurant
Club Lucky,4.5,41.9125167,-87.6736917,restaurant
"The Chicago Diner, Logan Square",4.7,41.9236988,-87.6984635,restaurant
Lure Fishbar - Chicago,4.2,41.8930882,-87.6258365,restaurant
Eataly,4.3,41.8920991,-87.6259524,restaurant
Tuscany on Taylor,4.6,41.8695947,-87.6518788,restaurant
Community Tavern,4.8,41.9541155,-87.7487216,restaurant
Dolo Restaurant and Bar,4.3,41.8525451,-87.6360999,restaurant
EsmÃ©,4.4,41.9220966,-87.6388018,restaurant
LÃRA,4.1,41.8866331,-87.6500352,restaurant
Bistronomic,4.5,41.8978111,-87.6271583,restaurant
Jeong,4.8,41.8962398,-87.6648334,restaurant
Carlucci Restaurant Chicago,4.2,41.8846725,-87.6170409,restaurant
Irazu Costa Rican Restaurant & Catering,4.6,41.9154968,-87.6850715,restaurant
The Walnut Room,4.2,41.8833498,-87.6270667,restaurant
Hermosa Restaurant,4.6,41.9173276,-87.7361533,restaurant
Gioia Chicago,4.4,41.8839865,-87.655838,restaurant
Shaw's Crab House,4.6,41.8899505,-87.6271084,restaurant
Pequod's Pizza,4.5,41.921934,-87.6643512,restaurant
HaiSous Vietnamese Kitchen,4.5,41.8578927,-87.6533712,restaurant
Doc B's Restaurant (Gold Coast),4.5,41.9001175,-87.6249128,restaurant
Chalet,4.4,41.8967165,-87.6353879,restaurant
Miss Ricky's,4.0,41.8859483,-87.6260265,restaurant
Vivere,4.4,41.8805617,-87.6302017,restaurant
La Fayette Chicago,4.3,41.9327017,-87.6434345,restaurant
La Cantina,4.4,41.8563107,-87.6236981,restaurant
Carnitas Uruapan Restaurant,4.6,41.8575813,-87.6696819,restaurant
Burger Bar Chicago,4.2,41.8678473,-87.6244181,restaurant
Su Casa Mexican Restaurant,3.9,41.8931091,-87.6261703,restaurant
Gene & Georgetti,4.5,41.8908839,-87.6357762,restaurant
Mi Tocaya AntojerÃ­a,4.6,41.9288865,-87.6976843,restaurant
La CrÃªperie Chicago Restaurant,4.6,41.9340989,-87.6455685,restaurant
ROOH Chicago Progressive Indian Restaurant & Cocktail Bar,4.4,41.8846536,-87.6471423,restaurant
Nookies on Wells,4.4,41.9142415,-87.6349712,restaurant
EUROASIA RESTAURANT,4.6,41.9004057,-87.6377851,restaurant
The Polo Inn,4.7,41.8336269,-87.6512511,restaurant
Alegrias Seafood,4.2,41.9004773,-87.6677183,restaurant
Segnatore,4.6,41.8994331,-87.6964952,restaurant
Margaritaville - Chicago,3.5,41.8913811,-87.608249,restaurant
Chicago Chop House,4.5,41.8933355,-87.6303907,restaurant
The Silver Palm,4.2,41.895577,-87.6547697,restaurant
Galit,4.6,41.9262961,-87.6494903,restaurant
The Licking Chicago,3.4,41.8799445,-87.7523053,restaurant
Mako,4.5,41.8855483,-87.6469329,restaurant
Level Two Restaurant,4.1,41.8938374,-87.6223754,restaurant
Eggy's Diner Chicago,4.4,41.8853303,-87.618823,restaurant
Il Culaccino - Chicago Italian Restaurant,4.3,41.853206,-87.622482,restaurant
Kitchen + Kocktails by Kevin Kelley Chicago,4.0,41.8906471,-87.6268582,restaurant
Han 202 Restaurant,4.7,41.837921,-87.641748,restaurant
J&Z Food Basket,4.3,41.8241842,-87.743902,restaurant
CASA MATEO,3.9,41.8242396,-87.7440043,restaurant
EL G-FE,4.3,41.8049129,-87.7434941,restaurant
Shark's Fish & Chicken Cicero & Gladys,4.0,41.8761237,-87.7447493,restaurant
Original Maxwell Street,3.9,41.8771027,-87.7454455,restaurant
Chicken Inn,4.7,42.018047,-87.807069,restaurant
Teresita Restaurant,4.6,42.3411971,-87.8390326,restaurant
Toby's Tavern,4.4,42.3239,-87.8682626,restaurant
Foreign Taste,4.2,42.3197086,-87.860079,restaurant
Hunan Sixth Happiness,4.3,42.3191601,-87.8650342,restaurant
Los Altos Mexican Restaurant,4.7,42.3196792,-87.8625405,restaurant
Eleven19 kitchen & cocktails,4.5,42.3410752,-87.8459246,restaurant
China Kitchen,4.1,42.3198264,-87.8656701,restaurant
5 Points Restaurant,4.5,42.313815,-87.8637596,restaurant
Subway,3.3,42.3118235,-87.8649687,restaurant
C.Y.O.C. Create Your Own Cheesecake and Cheesesteak - North Chicago,4.4,42.3163223,-87.8654709,restaurant
Speedy Taco (We Deliver),4.1,42.319857,-87.865715,restaurant
Tokyo at Siam IL,4.4,42.3093493,-87.8619848,restaurant
Lola Adang's Kusina,4.6,42.3164074,-87.8654645,restaurant
Burger King,3.5,42.3159928,-87.8652104,restaurant
CANTINA RESTAURANT & DELI,5.0,42.3196016,-87.8566636,restaurant
Taco Bell,3.9,42.3187379,-87.866584,restaurant
Jerk N' More Too,4.6,42.318242,-87.8663588,restaurant
Nia's Hot Slots and Pizzeria,3.0,42.3191451,-87.8626167,restaurant
Iya's Lunch Box,,42.3322302,-87.8488355,restaurant
The Wing District,4.8,42.328032,-87.8398432,restaurant
McDonald's,3.7,42.3190481,-87.8654739,restaurant
Arby's,3.9,42.3123661,-87.8630999,restaurant
Jessie's Diner,4.8,42.3410908,-87.8452103,restaurant
Wendy's,3.9,42.3167941,-87.8654739,restaurant
Wingstop,3.7,42.3197465,-87.8653266,restaurant
MamÃ¡ Carmen Cocina,,42.3411469,-87.8413662,restaurant
To Go,,42.3364614,-87.8370043,restaurant
Spinz,1.7,42.3178981,-87.8355254,restaurant
Popeyes Louisiana Kitchen,3.8,42.3198029,-87.8661616,restaurant
Flanagan's Bar,3.7,42.3082619,-87.878527,restaurant
Subway,3.9,42.3172874,-87.8656527,restaurant
Farmer's Fridge,3.0,42.3053746,-87.8594373,restaurant
Domino's Pizza,4.1,42.3197274,-87.8637761,restaurant
KFC,3.4,42.3191256,-87.8668378,restaurant
Cocina Tradicional Estilo Guerrero,5.0,42.3197086,-87.860079,restaurant
Beerability slots,4.3,42.3268471,-87.8390508,restaurant
Tamaleria And Restaurant Isabel,4.4,42.3411469,-87.8413662,restaurant
Jorge's Tacos & Harold's Shrimp & Chicken - North Chicago,3.0,42.331993,-87.8571586,restaurant
"Kuya's Carry Out, Catering, and Groceries",4.1,42.3182321,-87.8663299,restaurant
Moretti's Ristorante & Pizzeria,4.3,42.0028269,-87.8175636,restaurant
Nonno Pino's,4.6,42.0030475,-87.8169014,restaurant
Tavern on the Point,4.3,42.0031038,-87.8171771,restaurant
CafÃ© TouchÃ©,4.5,42.003559,-87.816943,restaurant
Que Onda Mexican Restaurant,4.4,42.0030021,-87.8161179,restaurant
The Curragh Irish Pub,4.4,42.0030404,-87.8162708,restaurant
4 Hermanos Mexican Grill,4.1,42.0117448,-87.7810795,restaurant
So Bowl,4.6,42.0118433,-87.783817,restaurant
Dairy Queen (Treat),4.4,41.951104,-87.6638465,restaurant
Budweiser Brickhouse Tavern,4.4,41.9486217,-87.6573371,restaurant
Ceres' Table,4.2,41.9384546,-87.6446285,restaurant
BIG & little's Restaurant,4.4,41.9400088,-87.6554421,restaurant
BITES Asian Kitchen + Bar,4.5,41.9422519,-87.6522487,restaurant
Kubo Chicago,4.5,41.9399386,-87.6603171,restaurant
Barcocina Lakeview,4.0,41.934704,-87.6535878,restaurant
Cafe El Tapatio,4.4,41.943492,-87.66908,restaurant
mfk. Restaurant,4.7,41.9329879,-87.6406981,restaurant
El Jardin,4.1,41.942726,-87.6527613,restaurant
El Mariachi Restaurant,4.5,41.9438354,-87.6454144,restaurant
Sila's mediterranean Restaurant,4.8,41.9381291,-87.6444688,restaurant
Que Rico Mexican Restaurant,4.3,41.932966,-87.6637136,restaurant
Lark,4.3,41.9448838,-87.6491223,restaurant
Bluebird,4.4,41.9344452,-87.6459697,restaurant
Sal's Trattoria,4.6,41.9335,-87.6639205,restaurant
Tutto Fresco,4.6,41.9343515,-87.6681498,restaurant
Zam-Zam Middle Eastern Grill,4.0,41.9451696,-87.6546542,restaurant
Fancy Plants Cafe,4.6,41.9390517,-87.6449073,restaurant
Joy's Noodles & Rice,4.2,41.9417746,-87.6442449,restaurant
Strings Ramen Shop Lakeview,4.6,41.9397698,-87.6523433,restaurant
DMK Burger Bar,4.4,41.9360335,-87.6541135,restaurant
Krung Thep Thai Cuisine,4.5,41.9401875,-87.6490962,restaurant
Crisp,4.7,41.9361111,-87.6444389,restaurant
Tuco And Blondie,4.4,41.943315,-87.6640819,restaurant
Rollapalooza,4.6,41.9431889,-87.6494917,restaurant
Happy Camper Pizza - Wrigleyville,4.5,41.9449962,-87.6548884,restaurant
Chilam Balam,4.5,41.9372342,-87.6440711,restaurant
Little Wok - Lakeview,4.3,41.9390051,-87.6446044,restaurant
Cozy Noodles n' Rice,4.6,41.945275,-87.654432,restaurant
5411 Empanadas,4.5,41.9340822,-87.6463003,restaurant
Bamboo Garden Restaurant,4.0,41.9401826,-87.6506281,restaurant
La Gondola Italian Restaurant,4.4,41.9343749,-87.6693055,restaurant
bopNgrill,4.6,41.9397914,-87.6523878,restaurant
Crispy Chicks,4.2,41.9449778,-87.6491355,restaurant
Coalfire,4.6,41.949185,-87.6637704,restaurant
Swift & Sons Tavern & Oyster Bar - Wrigleyville,3.9,41.9473672,-87.656913,restaurant
Vines On Clark,4.1,41.9468816,-87.6564539,restaurant
Burrito House,4.4,41.9464444,-87.6732291,restaurant
Brown Bag Seafood Co.,4.4,41.9434143,-87.6714642,restaurant
Mixteco Grill,4.3,41.9398725,-87.6511306,restaurant
Pockets Restaurant,4.6,41.9364416,-87.6639502,restaurant
P.S.BANGKOK,4.4,41.9429931,-87.6528695,restaurant
Bodega Sur,4.7,41.9505503,-87.6637842,restaurant
S&G Restaurant,4.6,41.9362655,-87.664142,restaurant
Tango Sur,4.5,41.950742,-87.663864,restaurant
Roebuck,4.4,41.9394009,-87.6441369,restaurant
Sunset Phá»Ÿ Caffe,4.8,41.934256,-87.646367,restaurant
Andy's Thai Kitchen,4.4,41.932783,-87.6534256,restaurant
Rice'N Bread,4.7,41.9446107,-87.6541123,restaurant
Momo Factory,4.7,41.9402296,-87.6446089,restaurant
Pingpong,4.4,41.9424504,-87.6446261,restaurant
Gyu-Kaku Japanese BBQ,4.5,41.9333063,-87.6444001,restaurant
Chicago Diplomat Cafe,4.5,41.9385017,-87.6675365,restaurant
La Biznaga,4.7,41.9471038,-87.6469274,restaurant
Old Crow Smokehouse - Wrigleyville,4.1,41.945776,-87.655655,restaurant
BÃ¡nh MÃ¬ & Co,4.0,41.9406849,-87.6510609,restaurant
Breakfast House,4.7,41.9361711,-87.6681863,restaurant
Roadhouse 66 Gas N' Grill,4.3,41.9453806,-87.6554667,restaurant
Boston Market,3.9,41.9367354,-87.6688861,restaurant
Left Coast,4.4,41.9340109,-87.6610302,restaurant
La Mexicana Grill,4.0,41.9498727,-87.6583847,restaurant
The Art of Pizza,4.4,41.9371468,-87.6680979,restaurant
Kimâ€™s Korean Cuisine & Sushi,4.9,41.9438963,-87.6454327,restaurant
Dimo's Pizza Wrigley,4.3,41.9451748,-87.6547605,restaurant
Smoke Daddy BBQ - Wrigleyville,4.2,41.9480528,-87.6574583,restaurant
Southport Grocery and Cafe,4.5,41.94675,-87.6643346,restaurant
Ann Sather Restaurant,4.6,41.9397676,-87.6520178,restaurant
MK NOODLE PHO,4.8,41.9427285,-87.6705439,restaurant
Redhot Ranch,4.5,41.9377335,-87.6683966,restaurant
IDOF - I Dream of Falafel,4.4,41.9398675,-87.6513051,restaurant
Clark Street Dog,4.3,41.9374572,-87.6489609,restaurant
Aloha Poke Co.,3.8,41.93985,-87.6509974,restaurant
Late Night Thai,3.5,41.9398343,-87.669727,restaurant
Tanuki Sushi & Grill,4.6,41.9365556,-87.654218,restaurant
Poke PokÃ©,4.7,41.9400865,-87.6495356,restaurant
Zizi's Cafe,4.7,41.9333435,-87.6536127,restaurant
Tatas Tacos - Cantina Lakeview,4.4,41.9331007,-87.659729,restaurant
Giordano's,4.4,41.9400931,-87.6557614,restaurant
Crab King Cajun Boil & Bar,4.7,41.9446766,-87.6454977,restaurant
Nori & Wasabi,4.8,41.9382619,-87.6490375,restaurant
SAVE FERRIS,4.4,41.9457808,-87.6550894,restaurant
Peking Chinese Kitchen,3.9,41.939735,-87.6491117,restaurant
Yellowtail Sushi Bar & Asian Kitchen,4.5,41.9387933,-87.6445207,restaurant
Half Shell,4.5,41.932969,-87.6465708,restaurant
Native Foods,4.5,41.9397332,-87.6550703,restaurant
Taco & Burrito House,3.9,41.937674,-87.644542,restaurant
Rizzo's Bar & Inn,4.2,41.9484901,-87.6579132,restaurant
Hutch American Bistro,4.2,41.9419748,-87.6521537,restaurant
Moe's Cantina - Wrigleyville,3.5,41.9460969,-87.6559027,restaurant
Si-Pie Pizzeria - Lake View East,4.0,41.9453481,-87.6459237,restaurant
Diva Thai & Sushi Bar,4.0,41.9467119,-87.649719,restaurant
Ukai Sushi & Ramen,4.5,41.9396968,-87.65637,restaurant
Mordecai,4.4,41.9477882,-87.6572657,restaurant
Musashiya Ramen,4.5,41.9360619,-87.6444099,restaurant
Pizzeria Serio,4.6,41.9398893,-87.6715427,restaurant
Sushi Mura,4.5,41.9484917,-87.6638861,restaurant
Taco & Burrito House,4.4,41.9539254,-87.6499715,restaurant
Rica Arepa | Venezuelan Restaurant,4.7,41.9348578,-87.6615496,restaurant
Papacito's Mexican Grille,4.4,41.935495,-87.663197,restaurant
Jin Ju,4.6,41.9764,-87.6682556,restaurant
China Kitchen,4.0,41.975763,-87.6775374,restaurant
Lao Sze Chuan,4.2,41.9700191,-87.6600111,restaurant
Little Bad Wolf,4.6,41.9833483,-87.6690624,restaurant
Dong Ky Vietnamese restaurant,4.5,41.970998,-87.658989,restaurant
Double Happiness,4.6,41.973132,-87.6573839,restaurant
Kopi Cafe,4.6,41.9785917,-87.6681583,restaurant
Little Madrid Tapas-CafÃ©,4.6,41.985099,-87.6689331,restaurant
Simply Pasteur,4.4,41.9825693,-87.6597405,restaurant
Honeymoon Cafe,4.3,41.9733452,-87.6593964,restaurant
Immm Rice & Beyond,4.5,41.9730214,-87.6595058,restaurant
Uvae Kitchen and Wine Bar,4.6,41.9833723,-87.6685482,restaurant
China Cafe,3.8,41.9695985,-87.6553715,restaurant
Jibek Jolu,4.6,41.9731882,-87.6912697,restaurant
Little Vietnam Restaurant,4.6,41.9839394,-87.6594231,restaurant
Hing Wang,4.7,41.9655742,-87.6585951,restaurant
Dragon Gate,4.4,42.0007788,-87.6716957,restaurant
China Palace,3.8,41.9896698,-87.6593866,restaurant
Miss Saigon Restaurant,4.5,41.9731607,-87.6589699,restaurant
Phá»Ÿ 777,4.2,41.9731221,-87.6574066,restaurant
Peking Mandarin Restaurant ì•„ì„œì›,4.5,41.968219,-87.7156819,restaurant
NhÃ  HÃ ng Vietnam Restaurant,4.6,41.9734,-87.6561944,restaurant
Phá»Ÿ Viá»‡t,4.4,41.9727434,-87.659569,restaurant
Phá»Ÿ Loan,4.2,41.9734108,-87.6583222,restaurant
Wok Cuisine,4.4,41.9644955,-87.7088047,restaurant
CoCo Vietnamese Sandwiches & Phá»Ÿ,4.6,41.968731,-87.669982,restaurant
VN Tofu & Fast Food,4.4,41.9734683,-87.6560269,restaurant
Little Wok - Wicker Park,4.2,41.9033844,-87.6769543,restaurant
Duck Duck Goat,4.5,41.8865639,-87.6495891,restaurant
Brightwok Kitchen and Catering,4.4,41.8936249,-87.6279255,restaurant
Wow Bao â€“ Theater District,3.9,41.8859844,-87.6281326,restaurant
Moon Palace Express,4.2,41.8531761,-87.6325439,restaurant
urbanbelly,4.4,41.9094907,-87.677595,restaurant
Phoenix Restaurant,4.2,41.8536197,-87.6329552,restaurant
Min Min Asian Cafe,4.0,41.9541143,-87.6666783,restaurant
Sweet Rice Chicago,4.6,41.9160148,-87.6876581,restaurant
Tasty Asian Restaurant,4.1,41.9456033,-87.6464795,restaurant
Go 4 Food,4.6,41.8511146,-87.6326051,restaurant
Silk Road of Chicago,4.2,41.8813636,-87.6317809,restaurant
Kin Sushi & Thai Cuisine,4.4,41.9021698,-87.6650743,restaurant
Shine,4.4,41.9219369,-87.6484005,restaurant
Umai,4.5,41.8725288,-87.6308608,restaurant
Imperial Restaurant,4.1,41.8545544,-87.6322747,restaurant
Wow Bao â€“ Lakeview,3.9,41.9330743,-87.6453743,restaurant
Big Bowl Chinese Express,2.9,41.891322,-87.6077877,restaurant
RAMEN-SAN,4.4,41.8898705,-87.6303577,restaurant
Lan's Old Town,3.6,41.917137,-87.6648405,restaurant
Evergreen Restaurant,4.3,41.8487231,-87.6315956,restaurant
Niu Japanese Fusion Lounge,4.4,41.891168,-87.618685,restaurant
Wagyu House by The X Pot èŠåŠ å“¥é¦™å¤©ä¸‹ç«é”…,4.5,41.867632,-87.6319585,restaurant
Orange Garden Restaurant,4.1,41.9543806,-87.6780553,restaurant
Northern Taste,4.5,41.8321726,-87.6459874,restaurant
SaiMai Thai Restaurant,4.3,41.9184917,-87.6379423,restaurant
Royal Highness Zhu æœ±æ¤¿,4.9,41.9251625,-87.6591596,restaurant
Panda Express,3.8,41.7746555,-87.7419133,restaurant
Big Bowl Chinese & Sushi,1.6,41.788153,-87.7423062,restaurant
Siam Treasure,4.4,42.0114772,-87.8071241,restaurant
Fried Rice Express,4.3,41.980868,-87.805137,restaurant
China Delight,4.3,41.9094351,-87.7906665,restaurant
Okami Sushi Chicago,4.7,41.909201,-87.7956417,restaurant
Clark Street Dog,4.3,41.9374572,-87.6489609,restaurant
PhÂ·ÂªÃ¼ 777,4.2,41.9731221,-87.6574066,restaurant
Mixteco Grill,4.3,41.9398725,-87.6511306,restaurant
P.S.BANGKOK,4.4,41.9429931,-87.6528695,restaurant
EUROASIA RESTAURANT,4.6,41.9004057,-87.6377851,restaurant
